Time,Speed (m/s)
618.62,1.9017
618.64,1.8722
618.66,1.8427
618.68,1.8132
618.7,1.7837
618.72,1.7542
618.74,1.7247
618.76,1.6952
618.78,1.6657
618.8,1.6362
618.82,1.6067
618.84,1.5772
618.86,1.5477
618.88,1.5181
618.9,1.4886
618.92,1.4591
618.94,1.4296
618.96,1.4001
618.98,1.3706
619,1.3411
619.02,1.3143
619.04,1.2875
619.06,1.2607
619.08,1.2338
619.1,1.207
619.12,1.1802
619.14,1.1534
619.16,1.1265
619.18,1.0997
619.2,1.0729
619.22,1.0461
619.24,1.0193
619.26,0.9924
619.28,0.9656
619.3,0.9388
619.32,0.912
619.34,0.8851
619.36,0.8583
619.38,0.8315
619.4,0.8047
619.42,0.7778
619.44,0.751
619.46,0.7242
619.48,0.6974
619.5,0.6706
619.52,0.6437
619.54,0.6169
619.56,0.5901
619.58,0.5633
619.6,0.5364
619.62,0.5096
619.64,0.4828
619.66,0.456
619.68,0.4292
619.7,0.4023
619.72,0.3755
619.74,0.3487
619.76,0.3219
619.78,0.295
619.8,0.2682
619.82,0.2414
619.84,0.2146
619.86,0.1878
619.88,0.1609
619.9,0.1341
619.92,0.1073
619.94,0.0805
619.96,0.0536
619.98,0.0268
620,0
620.02,0
620.04,0
620.06,0
620.08,0
620.1,0
620.12,0
620.14,0
620.16,0
620.18,0
620.2,0
620.22,0
620.24,0
620.26,0
620.28,0
620.3,0
620.32,0
620.34,0
620.36,0
620.38,0
620.4,0
620.42,0
620.44,0
620.46,0
620.48,0
620.5,0
620.52,0
620.54,0
620.56,0
620.58,0
620.6,0
620.62,0
620.64,0
620.66,0
620.68,0
620.7,0
620.72,0
620.74,0
620.76,0
620.78,0
620.8,0
620.82,0
620.84,0
620.86,0
620.88,0
620.9,0
620.92,0
620.94,0
620.96,0
620.98,0
621,0
621.02,0
621.04,0
621.06,0
621.08,0
621.1,0
621.12,0
621.14,0
621.16,0
621.18,0
621.2,0
621.22,0
621.24,0
621.26,0
621.28,0
621.3,0
621.32,0
621.34,0
621.36,0
621.38,0
621.4,0
621.42,0
621.44,0
621.46,0
621.48,0
621.5,0
621.52,0
621.54,0
621.56,0
621.58,0
621.6,0
621.62,0
621.64,0
621.66,0
621.68,0
621.7,0
621.72,0
621.74,0
621.76,0
621.78,0
621.8,0
621.82,0
621.84,0
621.86,0
621.88,0
621.9,0
621.92,0
621.94,0
621.96,0
621.98,0
622,0
622.02,0
622.04,0
622.06,0
622.08,0
622.1,0
622.12,0
622.14,0
622.16,0
622.18,0
622.2,0
622.22,0
622.24,0
622.26,0
622.28,0
622.3,0
622.32,0
622.34,0
622.36,0
622.38,0
622.4,0
622.42,0
622.44,0
622.46,0
622.48,0
622.5,0
622.52,0
622.54,0
622.56,0
622.58,0
622.6,0
622.62,0
622.64,0
622.66,0
622.68,0
622.7,0
622.72,0
622.74,0
622.76,0
622.78,0
622.8,0
622.82,0
622.84,0
622.86,0
622.88,0
622.9,0
622.92,0
622.94,0
622.96,0
622.98,0
623,0
623.02,0
623.04,0
623.06,0
623.08,0
623.1,0
623.12,0
623.14,0
623.16,0
623.18,0
623.2,0
623.22,0
623.24,0
623.26,0
623.28,0
623.3,0
623.32,0
623.34,0
623.36,0
623.38,0
623.4,0
623.42,0
623.44,0
623.46,0
623.48,0
623.5,0
623.52,0
623.54,0
623.56,0
623.58,0
623.6,0
623.62,0
623.64,0
623.66,0
623.68,0
623.7,0
623.72,0
623.74,0
623.76,0
623.78,0
623.8,0
623.82,0
623.84,0
623.86,0
623.88,0
623.9,0
623.92,0
623.94,0
623.96,0
623.98,0
624,0
624.02,0
624.04,0
624.06,0
624.08,0
624.1,0
624.12,0
624.14,0
624.16,0
624.18,0
624.2,0
624.22,0
624.24,0
624.26,0
624.28,0
624.3,0
624.32,0
624.34,0
624.36,0
624.38,0
624.4,0
624.42,0
624.44,0
624.46,0
624.48,0
624.5,0
624.52,0
624.54,0
624.56,0
624.58,0
624.6,0
624.62,0
624.64,0
624.66,0
624.68,0
624.7,0
624.72,0
624.74,0
624.76,0
624.78,0
624.8,0
624.82,0
624.84,0
624.86,0
624.88,0
624.9,0
624.92,0
624.94,0
624.96,0
624.98,0
625,0
625.02,0
625.04,0
625.06,0
625.08,0
625.1,0
625.12,0
625.14,0
625.16,0
625.18,0
625.2,0
625.22,0
625.24,0
625.26,0
625.28,0
625.3,0
625.32,0
625.34,0
625.36,0
625.38,0
625.4,0
625.42,0
625.44,0
625.46,0
625.48,0
625.5,0
625.52,0
625.54,0
625.56,0
625.58,0
625.6,0
625.62,0
625.64,0
625.66,0
625.68,0
625.7,0
625.72,0
625.74,0
625.76,0
625.78,0
625.8,0
625.82,0
625.84,0
625.86,0
625.88,0
625.9,0
625.92,0
625.94,0
625.96,0
625.98,0
626,0
626.02,0
626.04,0
626.06,0
626.08,0
626.1,0
626.12,0
626.14,0
626.16,0
626.18,0
626.2,0
626.22,0
626.24,0
626.26,0
626.28,0
626.3,0
626.32,0
626.34,0
626.36,0
626.38,0
626.4,0
626.42,0
626.44,0
626.46,0
626.48,0
626.5,0
626.52,0
626.54,0
626.56,0
626.58,0
626.6,0
626.62,0
626.64,0
626.66,0
626.68,0
626.7,0
626.72,0
626.74,0
626.76,0
626.78,0
626.8,0
626.82,0
626.84,0
626.86,0
626.88,0
626.9,0
626.92,0
626.94,0
626.96,0
626.98,0
627,0
627.02,0
627.04,0
627.06,0
627.08,0
627.1,0
627.12,0
627.14,0
627.16,0
627.18,0
627.2,0
627.22,0
627.24,0
627.26,0
627.28,0
627.3,0
627.32,0
627.34,0
627.36,0
627.38,0
627.4,0
627.42,0
627.44,0
627.46,0
627.48,0
627.5,0
627.52,0
627.54,0
627.56,0
627.58,0
627.6,0
627.62,0
627.64,0
627.66,0
627.68,0
627.7,0
627.72,0
627.74,0
627.76,0
627.78,0
627.8,0
627.82,0
627.84,0
627.86,0
627.88,0
627.9,0
627.92,0
627.94,0
627.96,0
627.98,0
628,0
628.02,0
628.04,0
628.06,0
628.08,0
628.1,0
628.12,0
628.14,0
628.16,0
628.18,0
628.2,0
628.22,0
628.24,0
628.26,0
628.28,0
628.3,0
628.32,0
628.34,0
628.36,0
628.38,0
628.4,0
628.42,0
628.44,0
628.46,0
628.48,0
628.5,0
628.52,0
628.54,0
628.56,0
628.58,0
628.6,0
628.62,0
628.64,0
628.66,0
628.68,0
628.7,0
628.72,0
628.74,0
628.76,0
628.78,0
628.8,0
628.82,0
628.84,0
628.86,0
628.88,0
628.9,0
628.92,0
628.94,0
628.96,0
628.98,0
629,0
629.02,0
629.04,0
629.06,0
629.08,0
629.1,0
629.12,0
629.14,0
629.16,0
629.18,0
629.2,0
629.22,0
629.24,0
629.26,0
629.28,0
629.3,0
629.32,0
629.34,0
629.36,0
629.38,0
629.4,0
629.42,0
629.44,0
629.46,0
629.48,0
629.5,0
629.52,0
629.54,0
629.56,0
629.58,0
629.6,0
629.62,0
629.64,0
629.66,0
629.68,0
629.7,0
629.72,0
629.74,0
629.76,0
629.78,0
629.8,0
629.82,0
629.84,0
629.86,0
629.88,0
629.9,0
629.92,0
629.94,0
629.96,0
629.98,0
630,0
630.02,0
630.04,0
630.06,0
630.08,0
630.1,0
630.12,0
630.14,0
630.16,0
630.18,0
630.2,0
630.22,0
630.24,0
630.26,0
630.28,0
630.3,0
630.32,0
630.34,0
630.36,0
630.38,0
630.4,0
630.42,0
630.44,0
630.46,0
630.48,0
630.5,0
630.52,0
630.54,0
630.56,0
630.58,0
630.6,0
630.62,0
630.64,0
630.66,0
630.68,0
630.7,0
630.72,0
630.74,0
630.76,0
630.78,0
630.8,0
630.82,0
630.84,0
630.86,0
630.88,0
630.9,0
630.92,0
630.94,0
630.96,0
630.98,0
631,0
631.02,0
631.04,0
631.06,0
631.08,0
631.1,0
631.12,0
631.14,0
631.16,0
631.18,0
631.2,0
631.22,0
631.24,0
631.26,0
631.28,0
631.3,0
631.32,0
631.34,0
631.36,0
631.38,0
631.4,0
631.42,0
631.44,0
631.46,0
631.48,0
631.5,0
631.52,0
631.54,0
631.56,0
631.58,0
631.6,0
631.62,0
631.64,0
631.66,0
631.68,0
631.7,0
631.72,0
631.74,0
631.76,0
631.78,0
631.8,0
631.82,0
631.84,0
631.86,0
631.88,0
631.9,0
631.92,0
631.94,0
631.96,0
631.98,0
632,0
632.02,0
632.04,0
632.06,0
632.08,0
632.1,0
632.12,0
632.14,0
632.16,0
632.18,0
632.2,0
632.22,0
632.24,0
632.26,0
632.28,0
632.3,0
632.32,0
632.34,0
632.36,0
632.38,0
632.4,0
632.42,0
632.44,0
632.46,0
632.48,0
632.5,0
632.52,0
632.54,0
632.56,0
632.58,0
632.6,0
632.62,0
632.64,0
632.66,0
632.68,0
632.7,0
632.72,0
632.74,0
632.76,0
632.78,0
632.8,0
632.82,0
632.84,0
632.86,0
632.88,0
632.9,0
632.92,0
632.94,0
632.96,0
632.98,0
633,0
633.02,0
633.04,0
633.06,0
633.08,0
633.1,0
633.12,0
633.14,0
633.16,0
633.18,0
633.2,0
633.22,0
633.24,0
633.26,0
633.28,0
633.3,0
633.32,0
633.34,0
633.36,0
633.38,0
633.4,0
633.42,0
633.44,0
633.46,0
633.48,0
633.5,0
633.52,0
633.54,0
633.56,0
633.58,0
633.6,0
633.62,0
633.64,0
633.66,0
633.68,0
633.7,0
633.72,0
633.74,0
633.76,0
633.78,0
633.8,0
633.82,0
633.84,0
633.86,0
633.88,0
633.9,0
633.92,0
633.94,0
633.96,0
633.98,0
634,0
634.02,0
634.04,0
634.06,0
634.08,0
634.1,0
634.12,0
634.14,0
634.16,0
634.18,0
634.2,0
634.22,0
634.24,0
634.26,0
634.28,0
634.3,0
634.32,0
634.34,0
634.36,0
634.38,0
634.4,0
634.42,0
634.44,0
634.46,0
634.48,0
634.5,0
634.52,0
634.54,0
634.56,0
634.58,0
634.6,0
634.62,0
634.64,0
634.66,0
634.68,0
634.7,0
634.72,0
634.74,0
634.76,0
634.78,0
634.8,0
634.82,0
634.84,0
634.86,0
634.88,0
634.9,0
634.92,0
634.94,0
634.96,0
634.98,0
635,0
635.02,0
635.04,0
635.06,0
635.08,0
635.1,0
635.12,0
635.14,0
635.16,0
635.18,0
635.2,0
635.22,0
635.24,0
635.26,0
635.28,0
635.3,0
635.32,0
635.34,0
635.36,0
635.38,0
635.4,0
635.42,0
635.44,0
635.46,0
635.48,0
635.5,0
635.52,0
635.54,0
635.56,0
635.58,0
635.6,0
635.62,0
635.64,0
635.66,0
635.68,0
635.7,0
635.72,0
635.74,0
635.76,0
635.78,0
635.8,0
635.82,0
635.84,0
635.86,0
635.88,0
635.9,0
635.92,0
635.94,0
635.96,0
635.98,0
636,0
636.02,0
636.04,0
636.06,0
636.08,0
636.1,0
636.12,0
636.14,0
636.16,0
636.18,0
636.2,0
636.22,0
636.24,0
636.26,0
636.28,0
636.3,0
636.32,0
636.34,0
636.36,0
636.38,0
636.4,0
636.42,0
636.44,0
636.46,0
636.48,0
636.5,0
636.52,0
636.54,0
636.56,0
636.58,0
636.6,0
636.62,0
636.64,0
636.66,0
636.68,0
636.7,0
636.72,0
636.74,0
636.76,0
636.78,0
636.8,0
636.82,0
636.84,0
636.86,0
636.88,0
636.9,0
636.92,0
636.94,0
636.96,0
636.98,0
637,0
637.02,0
637.04,0
637.06,0
637.08,0
637.1,0
637.12,0
637.14,0
637.16,0
637.18,0
637.2,0
637.22,0
637.24,0
637.26,0
637.28,0
637.3,0
637.32,0
637.34,0
637.36,0
637.38,0
637.4,0
637.42,0
637.44,0
637.46,0
637.48,0
637.5,0
637.52,0
637.54,0
637.56,0
637.58,0
637.6,0
637.62,0
637.64,0
637.66,0
637.68,0
637.7,0
637.72,0
637.74,0
637.76,0
637.78,0
637.8,0
637.82,0
637.84,0
637.86,0
637.88,0
637.9,0
637.92,0
637.94,0
637.96,0
637.98,0
638,0
638.02,0
638.04,0
638.06,0
638.08,0
638.1,0
638.12,0
638.14,0
638.16,0
638.18,0
638.2,0
638.22,0
638.24,0
638.26,0
638.28,0
638.3,0
638.32,0
638.34,0
638.36,0
638.38,0
638.4,0
638.42,0
638.44,0
638.46,0
638.48,0
638.5,0
638.52,0
638.54,0
638.56,0
638.58,0
638.6,0
638.62,0
638.64,0
638.66,0
638.68,0
638.7,0
638.72,0
638.74,0
638.76,0
638.78,0
638.8,0
638.82,0
638.84,0
638.86,0
638.88,0
638.9,0
638.92,0
638.94,0
638.96,0
638.98,0
639,0
639.02,0
639.04,0
639.06,0
639.08,0
639.1,0
639.12,0
639.14,0
639.16,0
639.18,0
639.2,0
639.22,0
639.24,0
639.26,0
639.28,0
639.3,0
639.32,0
639.34,0
639.36,0
639.38,0
639.4,0
639.42,0
639.44,0
639.46,0
639.48,0
639.5,0
639.52,0
639.54,0
639.56,0
639.58,0
639.6,0
639.62,0
639.64,0
639.66,0
639.68,0
639.7,0
639.72,0
639.74,0
639.76,0
639.78,0
639.8,0
639.82,0
639.84,0
639.86,0
639.88,0
639.9,0
639.92,0
639.94,0
639.96,0
639.98,0
640,0
640.02,0
640.04,0
640.06,0
640.08,0
640.1,0
640.12,0
640.14,0
640.16,0
640.18,0
640.2,0
640.22,0
640.24,0
640.26,0
640.28,0
640.3,0
640.32,0
640.34,0
640.36,0
640.38,0
640.4,0
640.42,0
640.44,0
640.46,0
640.48,0
640.5,0
640.52,0
640.54,0
640.56,0
640.58,0
640.6,0
640.62,0
640.64,0
640.66,0
640.68,0
640.7,0
640.72,0
640.74,0
640.76,0
640.78,0
640.8,0
640.82,0
640.84,0
640.86,0
640.88,0
640.9,0
640.92,0
640.94,0
640.96,0
640.98,0
641,0
641.02,0
641.04,0
641.06,0
641.08,0
641.1,0
641.12,0
641.14,0
641.16,0
641.18,0
641.2,0
641.22,0
641.24,0
641.26,0
641.28,0
641.3,0
641.32,0
641.34,0
641.36,0
641.38,0
641.4,0
641.42,0
641.44,0
641.46,0
641.48,0
641.5,0
641.52,0
641.54,0
641.56,0
641.58,0
641.6,0
641.62,0
641.64,0
641.66,0
641.68,0
641.7,0
641.72,0
641.74,0
641.76,0
641.78,0
641.8,0
641.82,0
641.84,0
641.86,0
641.88,0
641.9,0
641.92,0
641.94,0
641.96,0
641.98,0
642,0
642.02,0
642.04,0
642.06,0
642.08,0
642.1,0
642.12,0
642.14,0
642.16,0
642.18,0
642.2,0
642.22,0
642.24,0
642.26,0
642.28,0
642.3,0
642.32,0
642.34,0
642.36,0
642.38,0
642.4,0
642.42,0
642.44,0
642.46,0
642.48,0
642.5,0
642.52,0
642.54,0
642.56,0
642.58,0
642.6,0
642.62,0
642.64,0
642.66,0
642.68,0
642.7,0
642.72,0
642.74,0
642.76,0
642.78,0
642.8,0
642.82,0
642.84,0
642.86,0
642.88,0
642.9,0
642.92,0
642.94,0
642.96,0
642.98,0
643,0
643.02,0
643.04,0
643.06,0
643.08,0
643.1,0
643.12,0
643.14,0
643.16,0
643.18,0
643.2,0
643.22,0
643.24,0
643.26,0
643.28,0
643.3,0
643.32,0
643.34,0
643.36,0
643.38,0
643.4,0
643.42,0
643.44,0
643.46,0
643.48,0
643.5,0
643.52,0
643.54,0
643.56,0
643.58,0
643.6,0
643.62,0
643.64,0
643.66,0
643.68,0
643.7,0
643.72,0
643.74,0
643.76,0
643.78,0
643.8,0
643.82,0
643.84,0
643.86,0
643.88,0
643.9,0
643.92,0
643.94,0
643.96,0
643.98,0
644,0
644.02,0
644.04,0
644.06,0
644.08,0
644.1,0
644.12,0
644.14,0
644.16,0
644.18,0
644.2,0
644.22,0
644.24,0
644.26,0
644.28,0
644.3,0
644.32,0
644.34,0
644.36,0
644.38,0
644.4,0
644.42,0
644.44,0
644.46,0
644.48,0
644.5,0
644.52,0
644.54,0
644.56,0
644.58,0
644.6,0
644.62,0
644.64,0
644.66,0
644.68,0
644.7,0
644.72,0
644.74,0
644.76,0
644.78,0
644.8,0
644.82,0
644.84,0
644.86,0
644.88,0
644.9,0
644.92,0
644.94,0
644.96,0
644.98,0
645,0
645.02,0.0179
645.04,0.0358
645.06,0.0536
645.08,0.0715
645.1,0.0894
645.12,0.1073
645.14,0.1252
645.16,0.1431
645.18,0.1609
645.2,0.1788
645.22,0.1967
645.24,0.2146
645.26,0.2325
645.28,0.2503
645.3,0.2682
645.32,0.2861
645.34,0.304
645.36,0.3219
645.38,0.3398
645.4,0.3576
645.42,0.3755
645.44,0.3934
645.46,0.4113
645.48,0.4292
645.5,0.447
645.52,0.4649
645.54,0.4828
645.56,0.5007
645.58,0.5186
645.6,0.5364
645.62,0.5543
645.64,0.5722
645.66,0.5901
645.68,0.608
645.7,0.6259
645.72,0.6437
645.74,0.6616
645.76,0.6795
645.78,0.6974
645.8,0.7153
645.82,0.7331
645.84,0.751
645.86,0.7689
645.88,0.7868
645.9,0.8047
645.92,0.8226
645.94,0.8404
645.96,0.8583
645.98,0.8762
646,0.8941
646.02,0.9164
646.04,0.9388
646.06,0.9611
646.08,0.9835
646.1,1.0058
646.12,1.0282
646.14,1.0505
646.16,1.0729
646.18,1.0952
646.2,1.1176
646.22,1.14
646.24,1.1623
646.26,1.1847
646.28,1.207
646.3,1.2294
646.32,1.2517
646.34,1.2741
646.36,1.2964
646.38,1.3188
646.4,1.3411
646.42,1.3635
646.44,1.3858
646.46,1.4082
646.48,1.4305
646.5,1.4529
646.52,1.4752
646.54,1.4976
646.56,1.5199
646.58,1.5423
646.6,1.5646
646.62,1.587
646.64,1.6093
646.66,1.6317
646.68,1.654
646.7,1.6764
646.72,1.6988
646.74,1.7211
646.76,1.7435
646.78,1.7658
646.8,1.7882
646.82,1.8105
646.84,1.8329
646.86,1.8552
646.88,1.8776
646.9,1.8999
646.92,1.9223
646.94,1.9446
646.96,1.967
646.98,1.9893
647,2.0117
647.02,2.0412
647.04,2.0707
647.06,2.1002
647.08,2.1297
647.1,2.1592
647.12,2.1887
647.14,2.2182
647.16,2.2477
647.18,2.2772
647.2,2.3067
647.22,2.3362
647.24,2.3657
647.26,2.3952
647.28,2.4247
647.3,2.4542
647.32,2.4838
647.34,2.5133
647.36,2.5428
647.38,2.5723
647.4,2.6018
647.42,2.6313
647.44,2.6608
647.46,2.6903
647.48,2.7198
647.5,2.7493
647.52,2.7788
647.54,2.8083
647.56,2.8378
647.58,2.8673
647.6,2.8968
647.62,2.9263
647.64,2.9558
647.66,2.9853
647.68,3.0148
647.7,3.0443
647.72,3.0738
647.74,3.1034
647.76,3.1329
647.78,3.1624
647.8,3.1919
647.82,3.2214
647.84,3.2509
647.86,3.2804
647.88,3.3099
647.9,3.3394
647.92,3.3689
647.94,3.3984
647.96,3.4279
647.98,3.4574
648,3.4869
648.02,3.5084
648.04,3.5298
648.06,3.5513
648.08,3.5727
648.1,3.5942
648.12,3.6157
648.14,3.6371
648.16,3.6586
648.18,3.68
648.2,3.7015
648.22,3.7229
648.24,3.7444
648.26,3.7659
648.28,3.7873
648.3,3.8088
648.32,3.8302
648.34,3.8517
648.36,3.8732
648.38,3.8946
648.4,3.9161
648.42,3.9375
648.44,3.959
648.46,3.9804
648.48,4.0019
648.5,4.0234
648.52,4.0448
648.54,4.0663
648.56,4.0877
648.58,4.1092
648.6,4.1306
648.62,4.1521
648.64,4.1736
648.66,4.195
648.68,4.2165
648.7,4.2379
648.72,4.2594
648.74,4.2809
648.76,4.3023
648.78,4.3238
648.8,4.3452
648.82,4.3667
648.84,4.3881
648.86,4.4096
648.88,4.4311
648.9,4.4525
648.92,4.474
648.94,4.4954
648.96,4.5169
648.98,4.5384
649,4.5598
649.02,4.5804
649.04,4.6009
649.06,4.6215
649.08,4.6421
649.1,4.6626
649.12,4.6832
649.14,4.7038
649.16,4.7243
649.18,4.7449
649.2,4.7654
649.22,4.786
649.24,4.8066
649.26,4.8271
649.28,4.8477
649.3,4.8683
649.32,4.8888
649.34,4.9094
649.36,4.93
649.38,4.9505
649.4,4.9711
649.42,4.9916
649.44,5.0122
649.46,5.0328
649.48,5.0533
649.5,5.0739
649.52,5.0945
649.54,5.115
649.56,5.1356
649.58,5.1562
649.6,5.1767
649.62,5.1973
649.64,5.2179
649.66,5.2384
649.68,5.259
649.7,5.2795
649.72,5.3001
649.74,5.3207
649.76,5.3412
649.78,5.3618
649.8,5.3824
649.82,5.4029
649.84,5.4235
649.86,5.4441
649.88,5.4646
649.9,5.4852
649.92,5.5057
649.94,5.5263
649.96,5.5469
649.98,5.5674
650,5.588
650.02,5.6014
650.04,5.6148
650.06,5.6282
650.08,5.6416
650.1,5.6551
650.12,5.6685
650.14,5.6819
650.16,5.6953
650.18,5.7087
650.2,5.7221
650.22,5.7355
650.24,5.7489
650.26,5.7623
650.28,5.7758
650.3,5.7892
650.32,5.8026
650.34,5.816
650.36,5.8294
650.38,5.8428
650.4,5.8562
650.42,5.8696
650.44,5.883
650.46,5.8965
650.48,5.9099
650.5,5.9233
650.52,5.9367
650.54,5.9501
650.56,5.9635
650.58,5.9769
650.6,5.9903
650.62,6.0037
650.64,6.0172
650.66,6.0306
650.68,6.044
650.7,6.0574
650.72,6.0708
650.74,6.0842
650.76,6.0976
650.78,6.111
650.8,6.1244
650.82,6.1379
650.84,6.1513
650.86,6.1647
650.88,6.1781
650.9,6.1915
650.92,6.2049
650.94,6.2183
650.96,6.2317
650.98,6.2451
651,6.2586
651.02,6.2702
651.04,6.2818
651.06,6.2934
651.08,6.3051
651.1,6.3167
651.12,6.3283
651.14,6.3399
651.16,6.3515
651.18,6.3632
651.2,6.3748
651.22,6.3864
651.24,6.398
651.26,6.4097
651.28,6.4213
651.3,6.4329
651.32,6.4445
651.34,6.4562
651.36,6.4678
651.38,6.4794
651.4,6.491
651.42,6.5026
651.44,6.5143
651.46,6.5259
651.48,6.5375
651.5,6.5491
651.52,6.5608
651.54,6.5724
651.56,6.584
651.58,6.5956
651.6,6.6073
651.62,6.6189
651.64,6.6305
651.66,6.6421
651.68,6.6537
651.7,6.6654
651.72,6.677
651.74,6.6886
651.76,6.7002
651.78,6.7119
651.8,6.7235
651.82,6.7351
651.84,6.7467
651.86,6.7584
651.88,6.77
651.9,6.7816
651.92,6.7932
651.94,6.8048
651.96,6.8165
651.98,6.8281
652,6.8397
652.02,6.8594
652.04,6.8791
652.06,6.8987
652.08,6.9184
652.1,6.9381
652.12,6.9577
652.14,6.9774
652.16,6.9971
652.18,7.0167
652.2,7.0364
652.22,7.0561
652.24,7.0757
652.26,7.0954
652.28,7.1151
652.3,7.1348
652.32,7.1544
652.34,7.1741
652.36,7.1938
652.38,7.2134
652.4,7.2331
652.42,7.2528
652.44,7.2724
652.46,7.2921
652.48,7.3118
652.5,7.3315
652.52,7.3511
652.54,7.3708
652.56,7.3905
652.58,7.4101
652.6,7.4298
652.62,7.4495
652.64,7.4691
652.66,7.4888
652.68,7.5085
652.7,7.5282
652.72,7.5478
652.74,7.5675
652.76,7.5872
652.78,7.6068
652.8,7.6265
652.82,7.6462
652.84,7.6658
652.86,7.6855
652.88,7.7052
652.9,7.7249
652.92,7.7445
652.94,7.7642
652.96,7.7839
652.98,7.8035
653,7.8232
653.02,7.842
653.04,7.8608
653.06,7.8795
653.08,7.8983
653.1,7.9171
653.12,7.9359
653.14,7.9546
653.16,7.9734
653.18,7.9922
653.2,8.011
653.22,8.0297
653.24,8.0485
653.26,8.0673
653.28,8.0861
653.3,8.1048
653.32,8.1236
653.34,8.1424
653.36,8.1612
653.38,8.1799
653.4,8.1987
653.42,8.2175
653.44,8.2363
653.46,8.255
653.48,8.2738
653.5,8.2926
653.52,8.3114
653.54,8.3301
653.56,8.3489
653.58,8.3677
653.6,8.3865
653.62,8.4052
653.64,8.424
653.66,8.4428
653.68,8.4616
653.7,8.4803
653.72,8.4991
653.74,8.5179
653.76,8.5367
653.78,8.5555
653.8,8.5742
653.82,8.593
653.84,8.6118
653.86,8.6306
653.88,8.6493
653.9,8.6681
653.92,8.6869
653.94,8.7057
653.96,8.7244
653.98,8.7432
654,8.762
654.02,8.7745
654.04,8.787
654.06,8.7995
654.08,8.8121
654.1,8.8246
654.12,8.8371
654.14,8.8496
654.16,8.8621
654.18,8.8746
654.2,8.8872
654.22,8.8997
654.24,8.9122
654.26,8.9247
654.28,8.9372
654.3,8.9497
654.32,8.9623
654.34,8.9748
654.36,8.9873
654.38,8.9998
654.4,9.0123
654.42,9.0248
654.44,9.0374
654.46,9.0499
654.48,9.0624
654.5,9.0749
654.52,9.0874
654.54,9.0999
654.56,9.1125
654.58,9.125
654.6,9.1375
654.62,9.15
654.64,9.1625
654.66,9.175
654.68,9.1876
654.7,9.2001
654.72,9.2126
654.74,9.2251
654.76,9.2376
654.78,9.2502
654.8,9.2627
654.82,9.2752
654.84,9.2877
654.86,9.3002
654.88,9.3127
654.9,9.3253
654.92,9.3378
654.94,9.3503
654.96,9.3628
654.98,9.3753
655,9.3878
655.02,9.3986
655.04,9.4093
655.06,9.42
655.08,9.4308
655.1,9.4415
655.12,9.4522
655.14,9.4629
655.16,9.4737
655.18,9.4844
655.2,9.4951
655.22,9.5059
655.24,9.5166
655.26,9.5273
655.28,9.538
655.3,9.5488
655.32,9.5595
655.34,9.5702
655.36,9.581
655.38,9.5917
655.4,9.6024
655.42,9.6131
655.44,9.6239
655.46,9.6346
655.48,9.6453
655.5,9.6561
655.52,9.6668
655.54,9.6775
655.56,9.6883
655.58,9.699
655.6,9.7097
655.62,9.7204
655.64,9.7312
655.66,9.7419
655.68,9.7526
655.7,9.7634
655.72,9.7741
655.74,9.7848
655.76,9.7955
655.78,9.8063
655.8,9.817
655.82,9.8277
655.84,9.8385
655.86,9.8492
655.88,9.8599
655.9,9.8706
655.92,9.8814
655.94,9.8921
655.96,9.9028
655.98,9.9136
656,9.9243
656.02,9.9341
656.04,9.944
656.06,9.9538
656.08,9.9636
656.1,9.9735
656.12,9.9833
656.14,9.9931
656.16,10.003
656.18,10.0128
656.2,10.0226
656.22,10.0325
656.24,10.0423
656.26,10.0521
656.28,10.062
656.3,10.0718
656.32,10.0816
656.34,10.0915
656.36,10.1013
656.38,10.1112
656.4,10.121
656.42,10.1308
656.44,10.1407
656.46,10.1505
656.48,10.1603
656.5,10.1702
656.52,10.18
656.54,10.1898
656.56,10.1997
656.58,10.2095
656.6,10.2193
656.62,10.2292
656.64,10.239
656.66,10.2488
656.68,10.2587
656.7,10.2685
656.72,10.2783
656.74,10.2882
656.76,10.298
656.78,10.3078
656.8,10.3177
656.82,10.3275
656.84,10.3374
656.86,10.3472
656.88,10.357
656.9,10.3669
656.92,10.3767
656.94,10.3865
656.96,10.3964
656.98,10.4062
657,10.416
657.02,10.4268
657.04,10.4375
657.06,10.4482
657.08,10.4589
657.1,10.4697
657.12,10.4804
657.14,10.4911
657.16,10.5019
657.18,10.5126
657.2,10.5233
657.22,10.5341
657.24,10.5448
657.26,10.5555
657.28,10.5662
657.3,10.577
657.32,10.5877
657.34,10.5984
657.36,10.6092
657.38,10.6199
657.4,10.6306
657.42,10.6413
657.44,10.6521
657.46,10.6628
657.48,10.6735
657.5,10.6843
657.52,10.695
657.54,10.7057
657.56,10.7164
657.58,10.7272
657.6,10.7379
657.62,10.7486
657.64,10.7594
657.66,10.7701
657.68,10.7808
657.7,10.7915
657.72,10.8023
657.74,10.813
657.76,10.8237
657.78,10.8345
657.8,10.8452
657.82,10.8559
657.84,10.8666
657.86,10.8774
657.88,10.8881
657.9,10.8988
657.92,10.9096
657.94,10.9203
657.96,10.931
657.98,10.9418
658,10.9525
658.02,10.9596
658.04,10.9668
658.06,10.9739
658.08,10.9811
658.1,10.9882
658.12,10.9954
658.14,11.0025
658.16,11.0097
658.18,11.0169
658.2,11.024
658.22,11.0312
658.24,11.0383
658.26,11.0455
658.28,11.0526
658.3,11.0598
658.32,11.0669
